"participant","correct_width","response_width_degree","width_deviation","exp_version"
718,0.55,0.55,0,"Exp1B"
718,0.25,0.3,0.05,"Exp1B"
719,0.25,0.25,0,"Exp1B"
719,0.4,0.3,-0.1,"Exp1B"
719,0.55,0.35,-0.2,"Exp1B"
719,0.25,0.25,0,"Exp1B"
719,0.4,0.3,-0.1,"Exp1B"
719,0.55,0.3,-0.25,"Exp1B"
719,0.25,0.25,0,"Exp1B"
719,0.4,0.35,-0.05,"Exp1B"
719,0.55,0.3,-0.25,"Exp1B"
719,0.55,0.5,-0.05,"Exp1B"
719,0.4,0.3,-0.1,"Exp1B"
719,0.25,0.25,0,"Exp1B"
719,0.4,0.4,0,"Exp1B"
719,0.55,0.65,0.1,"Exp1B"
719,0.25,0.35,0.1,"Exp1B"
719,0.25,0.3,0.05,"Exp1B"
719,0.55,0.5,-0.05,"Exp1B"
719,0.4,0.4,0,"Exp1B"
720,0.4,0.25,-0.15,"Exp1B"
720,0.55,0.4,-0.15,"Exp1B"
720,0.25,0.2,-0.05,"Exp1B"
720,0.55,0.35,-0.2,"Exp1B"
720,0.4,0.3,-0.1,"Exp1B"
720,0.25,0.25,0,"Exp1B"
720,0.4,0.35,-0.05,"Exp1B"
720,0.25,0.3,0.05,"Exp1B"
720,0.55,0.45,-0.1,"Exp1B"
720,0.25,0.15,-0.1,"Exp1B"
720,0.55,0.35,-0.2,"Exp1B"
720,0.4,0.45,0.05,"Exp1B"
720,0.55,0.45,-0.1,"Exp1B"
720,0.25,0.2,-0.05,"Exp1B"
720,0.4,0.25,-0.15,"Exp1B"
720,0.55,0.5,-0.05,"Exp1B"
720,0.4,0.3,-0.1,"Exp1B"
720,0.25,0.15,-0.1,"Exp1B"
901,0.55,0.45,-0.1,"Exp1C"
901,0.4,0.3,-0.1,"Exp1C"
901,0.25,0.2,-0.05,"Exp1C"
902,0.4,0.4,0,"Exp1C"
902,0.55,0.35,-0.2,"Exp1C"
902,0.25,0.2,-0.05,"Exp1C"
902,0.4,0.2,-0.2,"Exp1C"
902,0.25,0.2,-0.05,"Exp1C"
902,0.55,0.45,-0.1,"Exp1C"
902,0.4,0.4,0,"Exp1C"
902,0.25,0.25,0,"Exp1C"
902,0.55,0.55,0,"Exp1C"
902,0.55,0.35,-0.2,"Exp1C"
902,0.25,0.2,-0.05,"Exp1C"
902,0.4,0.3,-0.1,"Exp1C"
902,0.25,0.15,-0.1,"Exp1C"
902,0.55,0.4,-0.15,"Exp1C"
902,0.4,0.3,-0.1,"Exp1C"
902,0.55,0.4,-0.15,"Exp1C"
902,0.4,0.3,-0.1,"Exp1C"
902,0.25,0.25,0,"Exp1C"
903,0.4,0.35,-0.05,"Exp1C"
903,0.55,0.3,-0.25,"Exp1C"
903,0.25,0.25,0,"Exp1C"
903,0.4,0.3,-0.1,"Exp1C"
903,0.25,0.2,-0.05,"Exp1C"
903,0.55,0.3,-0.25,"Exp1C"
903,0.4,0.3,-0.1,"Exp1C"
903,0.25,0.1,-0.15,"Exp1C"
903,0.55,0.55,0,"Exp1C"
903,0.55,0.65,0.1,"Exp1C"
903,0.4,0.4,0,"Exp1C"
903,0.25,0.2,-0.05,"Exp1C"
903,0.55,1,0.45,"Exp1C"
903,0.4,0.7,0.3,"Exp1C"
903,0.25,0.5,0.25,"Exp1C"
903,0.55,0.75,0.2,"Exp1C"
903,0.25,0.15,-0.1,"Exp1C"
903,0.4,0.35,-0.05,"Exp1C"
904,0.55,0.5,-0.05,"Exp1C"
904,0.4,0.35,-0.05,"Exp1C"
904,0.25,0.3,0.05,"Exp1C"
904,0.25,0.3,0.05,"Exp1C"
904,0.55,0.35,-0.2,"Exp1C"
904,0.4,0.4,0,"Exp1C"
904,0.4,0.3,-0.1,"Exp1C"
904,0.55,0.4,-0.15,"Exp1C"
904,0.25,0.3,0.05,"Exp1C"
904,0.55,0.35,-0.2,"Exp1C"
904,0.25,0.3,0.05,"Exp1C"
904,0.4,0.35,-0.05,"Exp1C"
904,0.25,0.25,0,"Exp1C"
904,0.55,0.4,-0.15,"Exp1C"
904,0.4,0.4,0,"Exp1C"
904,0.4,0.45,0.05,"Exp1C"
904,0.25,0.25,0,"Exp1C"
904,0.55,0.4,-0.15,"Exp1C"
905,0.4,0.4,0,"Exp1C"
905,0.55,0.35,-0.2,"Exp1C"
905,0.25,0.15,-0.1,"Exp1C"
905,0.25,0.2,-0.05,"Exp1C"
905,0.4,0.2,-0.2,"Exp1C"
905,0.55,0.3,-0.25,"Exp1C"
905,0.25,0.1,-0.15,"Exp1C"
905,0.55,0.4,-0.15,"Exp1C"
905,0.4,0.15,-0.25,"Exp1C"
905,0.25,0.15,-0.1,"Exp1C"
905,0.4,0.1,-0.3,"Exp1C"
905,0.55,0.4,-0.15,"Exp1C"
905,0.55,0.4,-0.15,"Exp1C"
905,0.4,0.2,-0.2,"Exp1C"
905,0.25,0.1,-0.15,"Exp1C"
905,0.25,0.1,-0.15,"Exp1C"
905,0.4,0.35,-0.05,"Exp1C"
905,0.55,0.45,-0.1,"Exp1C"
906,0.4,0.45,0.05,"Exp1C"
906,0.55,0.65,0.1,"Exp1C"
906,0.25,0.2,-0.05,"Exp1C"
906,0.55,0.45,-0.1,"Exp1C"
906,0.25,0.3,0.05,"Exp1C"
906,0.4,0.45,0.05,"Exp1C"
906,0.55,0.7,0.15,"Exp1C"
906,0.4,0.5,0.1,"Exp1C"
906,0.25,0.3,0.05,"Exp1C"
906,0.55,0.5,-0.05,"Exp1C"
906,0.25,0.25,0,"Exp1C"
906,0.4,0.5,0.1,"Exp1C"
906,0.4,0.5,0.1,"Exp1C"
906,0.25,0.25,0,"Exp1C"
906,0.55,0.55,0,"Exp1C"
906,0.4,0.45,0.05,"Exp1C"
906,0.25,0.4,0.15,"Exp1C"
906,0.55,0.75,0.2,"Exp1C"
907,0.25,0.25,0,"Exp1C"
907,0.4,0.4,0,"Exp1C"
907,0.55,0.7,0.15,"Exp1C"
907,0.25,0.3,0.05,"Exp1C"
907,0.55,0.8,0.25,"Exp1C"
907,0.4,0.45,0.05,"Exp1C"
907,0.55,0.45,-0.1,"Exp1C"
907,0.4,0.4,0,"Exp1C"
907,0.25,0.2,-0.05,"Exp1C"
907,0.55,0.55,0,"Exp1C"
907,0.25,0.15,-0.1,"Exp1C"
907,0.4,0.55,0.15,"Exp1C"
907,0.4,0.4,0,"Exp1C"
907,0.25,0.2,-0.05,"Exp1C"
907,0.55,0.55,0,"Exp1C"
907,0.25,0.2,-0.05,"Exp1C"
907,0.4,0.4,0,"Exp1C"
907,0.55,0.5,-0.05,"Exp1C"
908,0.25,0.2,-0.05,"Exp1C"
908,0.55,0.3,-0.25,"Exp1C"
908,0.4,0.2,-0.2,"Exp1C"
908,0.55,0.4,-0.15,"Exp1C"
908,0.4,0.45,0.05,"Exp1C"
908,0.25,0.2,-0.05,"Exp1C"
908,0.25,0.2,-0.05,"Exp1C"
908,0.55,0.35,-0.2,"Exp1C"
908,0.4,0.4,0,"Exp1C"
908,0.55,0.45,-0.1,"Exp1C"
908,0.25,0.25,0,"Exp1C"
908,0.4,0.45,0.05,"Exp1C"
908,0.4,0.4,0,"Exp1C"
908,0.55,0.65,0.1,"Exp1C"
908,0.25,0.2,-0.05,"Exp1C"
908,0.4,0.5,0.1,"Exp1C"
908,0.55,0.45,-0.1,"Exp1C"
908,0.25,0.15,-0.1,"Exp1C"
909,0.55,0.5,-0.05,"Exp1C"
909,0.25,0.1,-0.15,"Exp1C"
909,0.4,0.2,-0.2,"Exp1C"
909,0.25,0.1,-0.15,"Exp1C"
909,0.4,0.35,-0.05,"Exp1C"
909,0.55,0.4,-0.15,"Exp1C"
909,0.4,0.4,0,"Exp1C"
909,0.25,0.05,-0.2,"Exp1C"
909,0.55,0.35,-0.2,"Exp1C"
909,0.4,0.35,-0.05,"Exp1C"
909,0.55,0.4,-0.15,"Exp1C"
909,0.25,0.25,0,"Exp1C"
909,0.55,0.35,-0.2,"Exp1C"
909,0.4,0.35,-0.05,"Exp1C"
909,0.25,0.3,0.05,"Exp1C"
909,0.4,0.4,0,"Exp1C"
909,0.25,0.2,-0.05,"Exp1C"
909,0.55,0.35,-0.2,"Exp1C"
910,0.4,0.4,0,"Exp1C"
910,0.25,0.25,0,"Exp1C"
910,0.55,0.35,-0.2,"Exp1C"
910,0.25,0.3,0.05,"Exp1C"
910,0.55,0.5,-0.05,"Exp1C"
910,0.4,0.35,-0.05,"Exp1C"
910,0.25,0.35,0.1,"Exp1C"
910,0.55,0.45,-0.1,"Exp1C"
910,0.4,0.5,0.1,"Exp1C"
910,0.55,0.5,-0.05,"Exp1C"
910,0.25,0.3,0.05,"Exp1C"
910,0.4,0.35,-0.05,"Exp1C"
910,0.25,0.25,0,"Exp1C"
910,0.55,0.4,-0.15,"Exp1C"
910,0.4,0.35,-0.05,"Exp1C"
910,0.25,0.2,-0.05,"Exp1C"
910,0.55,0.45,-0.1,"Exp1C"
910,0.4,0.4,0,"Exp1C"
911,0.4,0.2,-0.2,"Exp1C"
911,0.25,0.25,0,"Exp1C"
911,0.55,0.35,-0.2,"Exp1C"
911,0.4,0.35,-0.05,"Exp1C"
911,0.25,0.15,-0.1,"Exp1C"
911,0.55,0.45,-0.1,"Exp1C"
911,0.55,0.4,-0.15,"Exp1C"
911,0.4,0.35,-0.05,"Exp1C"
911,0.25,0.2,-0.05,"Exp1C"
911,0.4,0.35,-0.05,"Exp1C"
911,0.25,0.2,-0.05,"Exp1C"
911,0.55,0.35,-0.2,"Exp1C"
911,0.4,0.4,0,"Exp1C"
911,0.25,0.2,-0.05,"Exp1C"
911,0.55,0.55,0,"Exp1C"
911,0.4,0.4,0,"Exp1C"
911,0.55,0.55,0,"Exp1C"
911,0.25,0.2,-0.05,"Exp1C"
912,0.4,0.2,-0.2,"Exp1C"
912,0.25,0.15,-0.1,"Exp1C"
912,0.55,0.45,-0.1,"Exp1C"
912,0.4,0.45,0.05,"Exp1C"
912,0.55,0.55,0,"Exp1C"
912,0.25,0.15,-0.1,"Exp1C"
912,0.25,0.3,0.05,"Exp1C"
912,0.4,0.4,0,"Exp1C"
912,0.55,0.45,-0.1,"Exp1C"
912,0.4,0.45,0.05,"Exp1C"
912,0.25,0.2,-0.05,"Exp1C"
912,0.55,0.55,0,"Exp1C"
912,0.25,0.2,-0.05,"Exp1C"
912,0.4,0.45,0.05,"Exp1C"
912,0.55,0.55,0,"Exp1C"
912,0.55,0.5,-0.05,"Exp1C"
912,0.25,0.4,0.15,"Exp1C"
912,0.4,0.4,0,"Exp1C"
913,0.4,0.35,-0.05,"Exp1C"
913,0.25,0.25,0,"Exp1C"
913,0.55,0.5,-0.05,"Exp1C"
913,0.25,0.3,0.05,"Exp1C"
913,0.4,0.5,0.1,"Exp1C"
913,0.55,0.55,0,"Exp1C"
913,0.55,0.6,0.0499999999999999,"Exp1C"
913,0.25,0.3,0.05,"Exp1C"
913,0.4,0.4,0,"Exp1C"
913,0.25,0.2,-0.05,"Exp1C"
913,0.4,0.25,-0.15,"Exp1C"
913,0.55,0.5,-0.05,"Exp1C"
913,0.55,0.7,0.15,"Exp1C"
913,0.25,0.35,0.1,"Exp1C"
913,0.4,0.65,0.25,"Exp1C"
913,0.4,0.55,0.15,"Exp1C"
913,0.55,0.65,0.1,"Exp1C"
913,0.25,0.35,0.1,"Exp1C"
914,0.4,0.4,0,"Exp1C"
914,0.55,0.45,-0.1,"Exp1C"
914,0.25,0.2,-0.05,"Exp1C"
914,0.25,0.25,0,"Exp1C"
914,0.55,0.5,-0.05,"Exp1C"
914,0.4,0.35,-0.05,"Exp1C"
914,0.4,0.35,-0.05,"Exp1C"
914,0.55,0.55,0,"Exp1C"
914,0.25,0.1,-0.15,"Exp1C"
914,0.4,0.4,0,"Exp1C"
914,0.25,0.25,0,"Exp1C"
914,0.55,0.55,0,"Exp1C"
914,0.4,0.35,-0.05,"Exp1C"
914,0.25,0.35,0.1,"Exp1C"
914,0.55,0.45,-0.1,"Exp1C"
914,0.25,0.2,-0.05,"Exp1C"
914,0.55,0.4,-0.15,"Exp1C"
914,0.4,0.4,0,"Exp1C"
915,0.25,0.25,0,"Exp1C"
915,0.55,0.3,-0.25,"Exp1C"
915,0.4,0.4,0,"Exp1C"
915,0.25,0.15,-0.1,"Exp1C"
915,0.55,0.4,-0.15,"Exp1C"
915,0.4,0.4,0,"Exp1C"
915,0.25,0.2,-0.05,"Exp1C"
915,0.55,0.45,-0.1,"Exp1C"
915,0.4,0.2,-0.2,"Exp1C"
915,0.4,0.4,0,"Exp1C"
915,0.25,0.1,-0.15,"Exp1C"
915,0.55,0.45,-0.1,"Exp1C"
915,0.55,0.35,-0.2,"Exp1C"
915,0.4,0.3,-0.1,"Exp1C"
915,0.25,0.3,0.05,"Exp1C"
915,0.25,0.15,-0.1,"Exp1C"
915,0.55,0.95,0.4,"Exp1C"
915,0.4,0.45,0.05,"Exp1C"
916,0.25,0.4,0.15,"Exp1C"
916,0.55,0.5,-0.05,"Exp1C"
916,0.4,0.5,0.1,"Exp1C"
916,0.4,0.35,-0.05,"Exp1C"
916,0.25,0.15,-0.1,"Exp1C"
916,0.55,0.65,0.1,"Exp1C"
916,0.25,0.15,-0.1,"Exp1C"
916,0.4,0.4,0,"Exp1C"
916,0.55,0.6,0.0499999999999999,"Exp1C"
916,0.4,0.4,0,"Exp1C"
916,0.25,0.2,-0.05,"Exp1C"
916,0.55,0.5,-0.05,"Exp1C"
916,0.25,0.25,0,"Exp1C"
916,0.55,0.45,-0.1,"Exp1C"
916,0.4,0.3,-0.1,"Exp1C"
916,0.4,0.35,-0.05,"Exp1C"
916,0.55,0.5,-0.05,"Exp1C"
916,0.25,0.2,-0.05,"Exp1C"
917,0.25,0.2,-0.05,"Exp1C"
917,0.55,0.5,-0.05,"Exp1C"
917,0.4,0.25,-0.15,"Exp1C"
917,0.4,0.65,0.25,"Exp1C"
917,0.55,0.75,0.2,"Exp1C"
917,0.25,0.15,-0.1,"Exp1C"
917,0.25,0.3,0.05,"Exp1C"
917,0.55,0.7,0.15,"Exp1C"
917,0.4,0.9,0.5,"Exp1C"
917,0.25,0.1,-0.15,"Exp1C"
917,0.4,0.75,0.35,"Exp1C"
917,0.55,1.45,0.9,"Exp1C"
917,0.4,0.95,0.55,"Exp1C"
917,0.55,1.2,0.65,"Exp1C"
917,0.25,0.15,-0.1,"Exp1C"
917,0.25,0.15,-0.1,"Exp1C"
917,0.55,0.9,0.35,"Exp1C"
917,0.4,1.15,0.75,"Exp1C"
918,0.25,0.2,-0.05,"Exp1C"
918,0.55,0.4,-0.15,"Exp1C"
918,0.4,0.3,-0.1,"Exp1C"
918,0.25,0.2,-0.05,"Exp1C"
918,0.55,0.5,-0.05,"Exp1C"
918,0.4,0.35,-0.05,"Exp1C"
918,0.55,0.55,0,"Exp1C"
918,0.25,0.15,-0.1,"Exp1C"
918,0.4,0.3,-0.1,"Exp1C"
918,0.4,0.4,0,"Exp1C"
918,0.55,0.55,0,"Exp1C"
918,0.25,0.2,-0.05,"Exp1C"
918,0.4,0.35,-0.05,"Exp1C"
918,0.25,0.15,-0.1,"Exp1C"
918,0.55,0.4,-0.15,"Exp1C"
918,0.55,0.6,0.0499999999999999,"Exp1C"
918,0.4,0.5,0.1,"Exp1C"
918,0.25,0.15,-0.1,"Exp1C"
919,0.55,0.4,-0.15,"Exp1C"
919,0.4,0.4,0,"Exp1C"
919,0.25,0.3,0.05,"Exp1C"
919,0.25,0.15,-0.1,"Exp1C"
919,0.4,0.15,-0.25,"Exp1C"
919,0.55,0.35,-0.2,"Exp1C"
919,0.55,0.4,-0.15,"Exp1C"
919,0.4,0.4,0,"Exp1C"
919,0.25,0.2,-0.05,"Exp1C"
919,0.25,0.05,-0.2,"Exp1C"
919,0.4,0.45,0.05,"Exp1C"
919,0.55,0.55,0,"Exp1C"
919,0.55,0.5,-0.05,"Exp1C"
919,0.25,0.15,-0.1,"Exp1C"
919,0.4,0.45,0.05,"Exp1C"
919,0.25,0.2,-0.05,"Exp1C"
919,0.55,0.5,-0.05,"Exp1C"
919,0.4,0.4,0,"Exp1C"
920,0.55,0.35,-0.2,"Exp1C"
920,0.4,0.35,-0.05,"Exp1C"
920,0.25,0.15,-0.1,"Exp1C"
920,0.55,0.6,0.0499999999999999,"Exp1C"
920,0.4,0.25,-0.15,"Exp1C"
920,0.25,0.2,-0.05,"Exp1C"
920,0.55,0.6,0.0499999999999999,"Exp1C"
920,0.4,0.4,0,"Exp1C"
920,0.25,0.15,-0.1,"Exp1C"
920,0.25,0.15,-0.1,"Exp1C"
920,0.4,0.15,-0.25,"Exp1C"
920,0.55,0.6,0.0499999999999999,"Exp1C"
920,0.25,0.15,-0.1,"Exp1C"
920,0.55,0.55,0,"Exp1C"
920,0.4,0.25,-0.15,"Exp1C"
920,0.55,0.4,-0.15,"Exp1C"
920,0.25,0.2,-0.05,"Exp1C"
920,0.4,0.4,0,"Exp1C"
921,0.25,0.35,0.1,"Exp1C"
921,0.55,0.45,-0.1,"Exp1C"
921,0.4,0.4,0,"Exp1C"
921,0.4,0.35,-0.05,"Exp1C"
921,0.55,0.5,-0.05,"Exp1C"
921,0.25,0.2,-0.05,"Exp1C"
921,0.25,0.15,-0.1,"Exp1C"
921,0.55,0.4,-0.15,"Exp1C"
921,0.4,0.25,-0.15,"Exp1C"
921,0.55,0.6,0.0499999999999999,"Exp1C"
921,0.4,0.1,-0.3,"Exp1C"
921,0.25,0.05,-0.2,"Exp1C"
921,0.55,0.6,0.0499999999999999,"Exp1C"
921,0.25,0.3,0.05,"Exp1C"
921,0.4,0.2,-0.2,"Exp1C"
921,0.4,0.55,0.15,"Exp1C"
921,0.25,0,-0.25,"Exp1C"
921,0.55,0.7,0.15,"Exp1C"
922,0.55,0.3,-0.25,"Exp1C"
922,0.25,0.25,0,"Exp1C"
922,0.4,0.2,-0.2,"Exp1C"
922,0.4,0.25,-0.15,"Exp1C"
922,0.55,0.45,-0.1,"Exp1C"
922,0.25,0.25,0,"Exp1C"
922,0.4,0.3,-0.1,"Exp1C"
922,0.55,0.35,-0.2,"Exp1C"
922,0.25,0.2,-0.05,"Exp1C"
922,0.4,0.25,-0.15,"Exp1C"
922,0.25,0.2,-0.05,"Exp1C"
922,0.55,0.3,-0.25,"Exp1C"
922,0.55,0.5,-0.05,"Exp1C"
922,0.25,0.2,-0.05,"Exp1C"
922,0.4,0.3,-0.1,"Exp1C"
922,0.25,0.2,-0.05,"Exp1C"
922,0.4,0.35,-0.05,"Exp1C"
922,0.55,0.35,-0.2,"Exp1C"
